Age	3	10	25	50	75	90	97
188	36.1	41.6	47.9	55.2	63.6	73.4	84.7
189	36.1	41.6	47.9	55.2	63.6	73.4	84.7
190	36.1	41.6	47.9	55.2	63.6	73.4	84.7
191	36.1	41.6	47.9	55.2	63.6	73.4	84.7
192	37.5	43.1	49.5	56.8	65.2	74.8	85.8
193	37.5	43.1	49.5	56.8	65.2	74.8	85.8
194	37.5	43.1	49.5	56.8	65.2	74.8	85.8
195	37.5	43.1	49.5	56.8	65.2	74.8	85.8
196	37.5	43.1	49.5	56.8	65.2	74.8	85.8
197	37.5	43.1	49.5	56.8	65.2	74.8	85.8
198	38.7	44.4	50.9	58.2	66.6	76.1	86.8
199	38.7	44.4	50.9	58.2	66.6	76.1	86.8
200	38.7	44.4	50.9	58.2	66.6	76.1	86.8
201	38.7	44.4	50.9	58.2	66.6	76.1	86.8
202	38.7	44.4	50.9	58.2	66.6	76.1	86.8
203	38.7	44.4	50.9	58.2	66.6	76.1	86.8
204	39.8	45.6	52.1	59.5	67.8	77.1	87.5
205	39.8	45.6	52.1	59.5	67.8	77.1	87.5
206	39.8	45.6	52.1	59.5	67.8	77.1	87.5
207	39.8	45.6	52.1	59.5	67.8	77.1	87.5
208	39.8	45.6	52.1	59.5	67.8	77.1	87.5
209	39.8	45.6	52.1	59.5	67.8	77.1	87.5
210	40.8	46.7	53.2	60.6	68.7	77.8	88.0
211	40.8	46.7	53.2	60.6	68.7	77.8	88.0
212	40.8	46.7	53.2	60.6	68.7	77.8	88.0
213	40.8	46.7	53.2	60.6	68.7	77.8	88.0
214	40.8	46.7	53.2	60.6	68.7	77.8	88.0
215	40.8	46.7	53.2	60.6	68.7	77.8	88.0
216	41.8	47.7	54.3	61.6	69.7	78.6	88.4
